Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
7182,12000,36,389.03,C,Auditor,10,"57,770.00",Non-Default,TX,17.59,1,13,High Utilization,"10,523.76",71022,4,6457,78.50,75623,Middle Income,0,6-10 Years,Middle Rate
7185,9600,60,163.67,C,Custodian/Maintenance,4,"48,000.00",Default,MN,14.48,1,8,Medium Utilization,"7,415.66",13398,5,1675,96.60,21925,Middle Income,1,3-5 Years,Low Rate
7303,12000,36,659.81,B,Property Manager,10,"37,000.00",Non-Default,FL,22.61,0,10,Low Utilization,"14,508.91",26468,4,2647,41.90,56566,Low Income,0,6-10 Years,High Rate
7310,24000,36,488.05,E,Registered Nurse,4,"68,640.00",Non-Default,KS,15.04,0,10,High Utilization,"30,169.54",46025,7,5114,62.80,66300,Middle Income,0,3-5 Years,Middle Rate
7383,2000,60,336.90,C,Medical,4,"28,000.00",Non-Default,VA,20.4,0,10,High Utilization,"2,402.05",76383,2,7638,75.60,78741,Low Income,0,3-5 Years,Middle Rate
7465,9500,36,230.15,B,Safety Manager,5,"61,950.00",Non-Default,WI,16.91,0,5,High Utilization,"10,818.43",17610,0,3522,89.10,33248,Middle Income,0,3-5 Years,Low Rate
7486,35000,60,348.87,C,Systems Engineer,10,"132,000.00",Non-Default,PA,21.13,0,15,High Utilization,"30,204.32",364070,2,24271,78.40,418397,High Income,0,6-10 Years,Middle Rate
7520,1000,60,35.43,C,Transport Officer,1,"60,000.00",Non-Default,CO,20.36,0,16,High Utilization,"1,239.15",37194,4,2325,95.20,53919,Middle Income,0,0-2 Years,Low Rate
7599,20000,36,170.84,D,Logistic,2,"56,000.00",Non-Default,FL,35.6,0,9,Medium Utilization,"18,295.42",40757,3,4529,51.80,92346,Middle Income,0,0-2 Years,Low Rate
7814,4200,36,472.14,B,Agent Producer,10,"50,000.00",Non-Default,CA,2.04,0,4,Medium Utilization,"4,757.47",1843,1,614,42.90,4300,Middle Income,0,6-10 Years,Middle Rate
7849,35000,36,258.10,C,Senior Network Analyst,10,"154,000.00",Non-Default,MD,28.26,0,20,High Utilization,"43,164.20",533174,5,31363,95.70,591822,High Income,0,6-10 Years,Low Rate
7903,4000,36,503.18,A,Mail Carrier,1,"72,000.00",Non-Default,CA,4.95,0,7,Low Utilization,"4,476.96",10882,5,1555,36.20,22310,Middle Income,0,0-2 Years,Middle Rate
7996,8400,60,708.20,B,Marketing Systems Manager,10,"95,000.00",Non-Default,TX,19.66,0,13,High Utilization,"9,982.60",265163,2,20397,97.80,353164,High Income,0,6-10 Years,High Rate
8017,3500,36,322.63,C,Truck Driver,1,"105,000.00",Non-Default,TX,18.33,1,19,High Utilization,"4,203.64",148841,6,8755,97.90,176054,High Income,0,0-2 Years,Middle Rate
8023,12000,60,806.57,D,Bus Operator,10,"50,000.00",Default,WI,33.44,0,13,High Utilization,"8,772.27",174160,4,15833,90.60,200257,Middle Income,1,6-10 Years,High Rate
8081,8500,36,412.60,C,Assistant Manager,5,"30,000.00",Non-Default,FL,31.12,0,13,Medium Utilization,"9,958.21",26328,3,2194,71.00,41815,Low Income,0,3-5 Years,Middle Rate
8136,26125,36,843.22,E,Unknown,10,"57,000.00",Non-Default,CA,12.6,0,8,Medium Utilization,"25,828.23",33746,2,4218,71.90,52900,Middle Income,0,6-10 Years,High Rate
8173,5600,60,338.09,C,Staff Specialist/Engineer,2,"94,000.00",Non-Default,PA,19.6,0,9,High Utilization,"6,043.95",216228,10,24025,94.70,228026,High Income,0,0-2 Years,Middle Rate
8175,3975,36,388.45,E,Crew Chief,1,"24,000.00",Non-Default,IL,20.6,0,9,Medium Utilization,"4,809.61",46486,2,5811,NA,47588,Low Income,0,0-2 Years,Middle Rate
8193,27600,60,229.99,A,Field Sales Representative,1,"76,831.00",Non-Default,NV,23.84,0,17,High Utilization,"30,429.49",269828,5,15872,94.80,315953,Middle Income,0,0-2 Years,Low Rate
8262,12000,60,493.23,B,Secretary To The Mayor,10,"50,000.00",Default,NY,18.46,1,14,Medium Utilization,"8,969.21",15857,4,1133,53.30,35300,Middle Income,1,6-10 Years,Middle Rate
8294,30000,36,500.30,D,Regional Sales Manager,6,"130,000.00",Non-Default,CA,17.49,1,14,Medium Utilization,"36,305.93",65354,3,5027,51.40,118898,High Income,0,6-10 Years,Middle Rate
8317,25600,36,"1,025.04",B,Physician Assistant,4,"120,000.00",Non-Default,VA,24.46,0,10,High Utilization,"20,786.61",462262,3,46226,83.10,525714,High Income,0,3-5 Years,High Rate
8332,12000,36,267.04,B,Assistant Manager,10,"55,000.00",Non-Default,MD,17.83,0,17,Medium Utilization,"12,679.91",28135,3,1655,62.40,53810,Middle Income,0,6-10 Years,Low Rate
8397,5000,60,310.45,B,Aspetic Tech,1,"34,500.00",Default,NC,13.29,1,14,Low Utilization,"3,528.49",46380,6,3568,18.20,65594,Low Income,1,0-2 Years,Middle Rate
8436,12000,36,253.55,A,Veterinarian,10,"60,000.00",Non-Default,MI,8.64,0,7,Medium Utilization,"12,582.46",231857,3,33122,32.70,257617,Middle Income,0,6-10 Years,Low Rate
8444,14400,36,180.69,D,Court Administrator,5,"33,000.00",Default,MO,32.15,10,20,High Utilization,"8,327.90",78841,8,4150,75.00,76009,Low Income,1,3-5 Years,Low Rate
8502,11325,36,242.63,F,Unknown,10,"40,476.00",Default,AZ,27.16,0,11,High Utilization,"6,565.90",25999,9,2600,76.00,36600,Low Income,1,6-10 Years,Low Rate
8530,10000,36,535.35,A,Technical Lead,1,"50,000.00",Non-Default,MD,20.16,0,15,Medium Utilization,"11,308.08",49525,9,3302,77.00,62900,Middle Income,0,0-2 Years,Middle Rate
8537,7500,36,549.56,B,Attorney,3,"210,000.00",Non-Default,NY,17.4,0,27,Medium Utilization,"7,742.33",312354,4,12494,43.30,287722,High Income,0,3-5 Years,Middle Rate
8572,30000,36,154.21,E,Purchasing Agent,6,"115,000.00",Non-Default,VA,26.9,0,23,High Utilization,"37,169.73",325928,9,15520,94.40,366000,High Income,0,6-10 Years,Low Rate
8646,2400,36,155.51,C,Cancer Registrar,10,"30,000.00",Non-Default,MS,23.17,0,11,Low Utilization,"2,934.98",24279,6,2428,88.10,36495,Low Income,0,6-10 Years,Low Rate
8750,14350,36,258.13,E,Network Specialist 1,9,"48,000.00",Default,PA,17.28,1,9,Medium Utilization,"13,199.44",99344,4,12418,95.00,120873,Middle Income,1,6-10 Years,Low Rate
8814,24000,60,788.24,B,Segment Manager,4,"110,000.00",Non-Default,DE,13.72,0,10,Medium Utilization,"28,566.80",71718,3,7172,51.40,122554,High Income,0,3-5 Years,High Rate
8887,20000,36,550.20,B,Account Executive,2,"72,000.00",Non-Default,OR,11.71,0,24,Medium Utilization,"22,775.74",20294,10,846,70.70,40200,Middle Income,0,0-2 Years,Middle Rate
8889,3000,60,551.90,C,Patient Accounting,5,"36,000.00",Non-Default,FL,14.53,0,8,Medium Utilization,"3,213.78",79580,5,9948,51.70,57510,Low Income,0,3-5 Years,Middle Rate
8919,18000,60,209.30,A,Asst. Superintendent,10,"80,000.00",Non-Default,TN,21.74,0,11,High Utilization,"19,701.39",68733,3,6873,87.50,84254,Middle Income,0,6-10 Years,Low Rate
8965,2200,36,467.33,D,Manager/Sales Cleak,1,"17,000.00",Non-Default,WV,37.22,0,9,High Utilization,"2,766.44",14968,2,1663,95.90,21275,Low Income,0,0-2 Years,Middle Rate
9009,8000,36,33.87,C,Teacher,3,"25,000.00",Non-Default,CA,33.65,0,9,High Utilization,"9,487.08",48812,2,5424,98.20,54031,Low Income,0,3-5 Years,Low Rate
9118,16000,36,438.42,B,Real Estate Agent,1,"115,000.00",Non-Default,IL,6.44,1,12,High Utilization,"18,435.52",271049,1,22587,87.20,369054,High Income,0,0-2 Years,Middle Rate
9123,9000,36,574.03,C,Executive Assistant,10,"74,276.80",Non-Default,CA,19.74,3,9,Medium Utilization,"9,707.29",188701,5,20967,64.90,214655,Middle Income,0,6-10 Years,Middle Rate
9151,35000,36,158.47,C,Owner,10,"92,500.00",Non-Default,TX,19.56,0,10,Medium Utilization,"31,604.71",67833,0,7537,46.70,167269,High Income,0,6-10 Years,Low Rate
9230,3450,36,860.47,E,Mortgage Sales Support,1,"51,900.00",Non-Default,NY,11.08,1,5,High Utilization,"4,689.21",24470,1,4894,100.20,37048,Middle Income,0,0-2 Years,High Rate
9427,25000,60,268.36,D,Cad Cam Engineer,5,"95,373.00",Non-Default,CO,19.71,0,9,High Utilization,"33,720.87",56701,5,6300,92.30,73811,High Income,0,3-5 Years,Middle Rate
9439,16300,36,826.24,C,Clerk,8,"60,000.00",Non-Default,NY,12.33,0,10,High Utilization,"20,791.62",127223,3,12722,98.60,217291,Middle Income,0,6-10 Years,High Rate
9440,16475,60,892.35,D,Lead Programmer Central Plant,7,"61,000.00",Non-Default,UT,17.1,0,9,High Utilization,"20,846.68",288216,1,32024,98.60,343722,Middle Income,0,6-10 Years,High Rate
9452,6000,60,488.50,C,Project Manager,10,"85,000.00",Non-Default,UT,15.81,0,19,High Utilization,"7,277.35",49465,10,3092,82.60,58658,Middle Income,0,6-10 Years,Middle Rate
9539,5000,60,"1,167.36",B,Project Manager,1,"30,000.00",Default,MI,10.84,0,8,High Utilization,"4,645.68",59678,2,8525,97.30,64284,Low Income,1,0-2 Years,High Rate
9554,9325,60,225.30,E,Customer Care Specialist,10,"37,555.00",Non-Default,GA,26.24,1,12,Low Utilization,"11,484.89",33242,9,2770,1.80,43319,Low Income,0,6-10 Years,Low Rate
9561,31025,36,573.32,C,Senior Designer,2,"62,189.00",Non-Default,MI,20.73,0,12,High Utilization,"27,201.56",214768,2,17897,69.10,242543,Middle Income,0,0-2 Years,Middle Rate
9643,20000,36,672.60,B,Superviser,2,"60,000.00",Non-Default,IL,17.8,0,17,Medium Utilization,"20,183.39",104792,11,6550,31.20,174948,Middle Income,0,0-2 Years,High Rate
9653,11625,60,447.29,B,Insides Sales,10,"36,000.00",Default,IN,32.7,0,19,Medium Utilization,"7,047.30",74623,5,4146,50.90,117017,Low Income,1,6-10 Years,Middle Rate
9676,16800,36,286.92,A,Senior Database Administrator,1,"97,901.00",Non-Default,MO,14.07,0,14,Low Utilization,"18,196.05",182271,2,14021,17.70,271250,High Income,0,0-2 Years,Middle Rate
9845,20000,36,547.99,A,Senior Business Analyst,2,"75,000.00",Non-Default,FL,6.08,0,5,High Utilization,"22,537.56",23843,3,4769,74.70,34800,Middle Income,0,0-2 Years,Middle Rate
10153,13200,36,392.81,B,Sr Software Engineer,2,"74,000.00",Non-Default,OH,18.59,0,13,Medium Utilization,"10,759.85",268596,6,20661,63.00,291077,Middle Income,0,0-2 Years,Middle Rate
10175,12000,36,431.16,E,Solutions Architect,10,"102,000.00",Non-Default,NJ,4.53,0,13,Medium Utilization,"16,610.72",13114,2,1311,58.60,24000,High Income,0,6-10 Years,Middle Rate
10190,20000,36,498.25,C,Nurse Clinical Coordinator Emergency Ser,2,"60,000.00",Non-Default,MD,26.8,1,11,High Utilization,"25,899.00",212498,2,19318,76.00,267365,Middle Income,0,0-2 Years,Middle Rate
10245,15000,60,439.88,C,Teacher,2,"34,000.00",Non-Default,MA,25.1,0,9,High Utilization,"12,952.02",46620,3,5828,81.00,66146,Low Income,0,0-2 Years,Middle Rate
10280,25000,60,577.01,D,Platoon Sgt,5,"80,000.00",Non-Default,CA,18.42,1,8,Medium Utilization,"30,750.95",59132,6,7392,44.20,88944,Middle Income,0,3-5 Years,Middle Rate
10345,35000,36,668.98,E,Group Leader,10,"100,000.00",Default,IN,22.21,0,5,High Utilization,"18,844.84",88395,3,17679,83.90,105667,High Income,1,6-10 Years,High Rate
10410,16000,36,308.27,E,Nurse,1,"100,000.00",Default,NY,17.58,0,39,Medium Utilization,"10,235.26",33615,19,909,97.90,76371,High Income,1,0-2 Years,Middle Rate
10436,20000,36,607.62,B,Manager,2,"90,000.00",Default,RI,19.37,0,9,Medium Utilization,"6,758.70",42566,2,4730,63.40,87506,Middle Income,1,0-2 Years,High Rate
10474,15000,60,304.37,C,Part Sales Representative,2,"46,000.00",Default,CA,20.35,0,15,Medium Utilization,"12,632.20",35142,2,2343,89.30,51749,Low Income,1,0-2 Years,Middle Rate
10476,18200,36,96.79,C,Owner,3,"95,000.00",Non-Default,TX,20.5,0,14,Medium Utilization,"16,189.49",63241,9,4517,61.80,88331,High Income,0,3-5 Years,Low Rate
10477,6000,36,389.92,B,Electrician Helper,10,"40,000.00",Non-Default,TX,5.64,0,9,Low Utilization,"7,015.99",3340,6,371,55.70,13400,Low Income,0,6-10 Years,Middle Rate
10541,5000,36,664.20,B,Production,1,"35,000.00",Non-Default,WI,27.67,0,15,Medium Utilization,"5,155.33",21198,14,1413,10.80,37658,Low Income,0,0-2 Years,High Rate
10563,23325,36,366.76,F,Senior Critical Electrician,10,"73,000.00",Non-Default,CT,14.1,4,13,Medium Utilization,"25,978.24",176985,6,16090,31.70,202536,Middle Income,0,6-10 Years,Middle Rate
10591,15000,36,413.94,B,Owner,2,"100,000.00",Non-Default,PA,9.35,2,10,High Utilization,"17,287.33",146567,3,14657,49.10,170141,High Income,0,0-2 Years,Middle Rate
10683,18500,36,502.62,B,School Office Manager,10,"47,400.00",Non-Default,CA,18.13,0,11,High Utilization,"17,202.25",18193,1,1654,53.40,29498,Middle Income,0,6-10 Years,Middle Rate
10802,6000,60,38.19,B,It Coordinator,10,"49,000.00",Non-Default,WI,16.39,0,12,High Utilization,"7,012.50",28643,3,2604,66.80,36736,Middle Income,0,6-10 Years,Low Rate
10878,28000,36,258.60,D,Pv Manager,7,"135,000.00",Non-Default,NJ,12.7,0,21,High Utilization,"34,077.33",297558,7,14878,82.40,342801,High Income,0,6-10 Years,Low Rate
10935,14400,60,543.44,D,Driver,5,"42,000.00",Non-Default,OR,39.71,0,11,Medium Utilization,"13,791.39",74410,8,6765,41.60,97887,Low Income,0,3-5 Years,Middle Rate
10939,1500,60,597.78,B,Accountant,10,"57,000.00",Non-Default,NY,17.33,0,18,High Utilization,"1,775.03",88371,4,4910,98.00,95879,Middle Income,0,6-10 Years,High Rate
10956,30000,36,146.45,C,Manager,6,"65,000.00",Non-Default,CA,25.8,0,17,Medium Utilization,"26,661.74",47617,2,3174,52.90,86536,Middle Income,0,6-10 Years,Low Rate
11051,12000,36,490.32,B,Manager It Acct Mgmt,10,"115,000.00",Non-Default,KS,8.68,0,8,High Utilization,"9,788.57",288510,0,41216,88.30,300245,High Income,0,6-10 Years,Middle Rate
11109,7000,60,273.75,A,Warehouseman,10,"68,000.00",Non-Default,NY,13.18,1,10,Medium Utilization,"7,910.90",31996,3,3200,73.80,54954,Middle Income,0,6-10 Years,Middle Rate
11165,28000,36,404.27,A,Senior Manager,7,"235,000.00",Non-Default,CT,14.88,0,23,Medium Utilization,"30,879.49",811208,4,36873,49.90,961309,High Income,0,6-10 Years,Middle Rate
11287,8000,36,318.79,C,Cook,3,"25,000.00",Non-Default,FL,26.09,0,4,High Utilization,"9,622.83",21031,3,5258,73.10,27344,Low Income,0,3-5 Years,Middle Rate
11370,13000,36,372.13,C,Human Resource Manager,10,"75,000.00",Non-Default,MO,23.09,0,12,High Utilization,"13,839.52",83420,2,6952,74.00,101660,Middle Income,0,6-10 Years,Middle Rate
11500,9125,36,388.45,C,Unknown,Unknown,"19,200.00",Non-Default,IL,17.06,0,2,Low Utilization,"10,965.54",2734,2,1367,NA,13554,Low Income,0,10+ Years,Middle Rate
11570,29900,60,318.82,E,Software Engineer,10,"120,000.00",Non-Default,CA,16.77,0,12,Low Utilization,"32,770.67",66889,7,5574,13.70,93254,High Income,0,6-10 Years,Middle Rate
11689,30000,36,159.44,B,Health Care Executive,6,"120,000.00",Non-Default,PA,22.37,0,16,High Utilization,"35,112.20",294269,6,19618,73.20,334197,High Income,0,6-10 Years,Low Rate
11824,30000,60,443.46,C,Sales Support Associate,6,"71,684.00",Non-Default,CO,11.84,0,3,High Utilization,"37,383.23",37068,1,12356,98.80,37500,Middle Income,0,6-10 Years,Middle Rate
11869,7200,36,210.92,B,Efda-Dental Assistant,10,"73,000.00",Non-Default,OH,30.94,0,14,Medium Utilization,"8,598.31",137210,6,10555,49.30,218942,Middle Income,0,6-10 Years,Low Rate
12108,15000,60,430.40,A,Mechanic,2,"56,000.00",Non-Default,NY,10.44,0,15,Medium Utilization,"16,303.94",25388,6,1693,41.50,45343,Middle Income,0,0-2 Years,Middle Rate
12111,4000,36,514.93,A,Sales,1,"35,000.00",Non-Default,SC,4.32,0,6,Medium Utilization,"4,523.23",3891,0,649,90.20,7000,Low Income,0,0-2 Years,Middle Rate
12146,16500,36,635.94,E,Unknown,Unknown,"46,000.00",Non-Default,OH,34.62,0,17,High Utilization,"22,555.40",54157,4,3385,95.70,63816,Low Income,0,10+ Years,High Rate
12251,8500,36,320.81,A,Senior Advertising/Promotions Manager,5,"68,387.00",Non-Default,NY,8.81,0,9,Medium Utilization,"9,061.51",419073,2,46564,44.50,438721,Middle Income,0,3-5 Years,Middle Rate
12261,15000,36,296.92,C,Consultant,2,"200,000.00",Non-Default,NJ,15.05,0,12,Medium Utilization,"17,679.21",733291,4,66663,40.10,832370,High Income,0,0-2 Years,Middle Rate
12281,10000,36,612.72,A,Auto Painter,1,"140,000.00",Non-Default,GA,15.54,0,13,Medium Utilization,"11,031.19",65727,7,5056,5.90,103620,High Income,0,0-2 Years,High Rate
12354,4200,36,"1,095.00",B,Accountant,10,"80,000.00",Non-Default,GA,14.85,1,13,High Utilization,"4,978.98",541614,4,45135,77.10,487838,Middle Income,0,6-10 Years,High Rate
12362,15100,60,184.97,C,Customer Service Rep,3,"34,415.00",Non-Default,MD,21.59,0,18,High Utilization,"18,762.54",22858,3,1633,73.50,35500,Low Income,0,3-5 Years,Low Rate
12389,8000,36,172.48,D,Law Librarian Iii,3,"35,000.00",Default,TX,21.81,1,5,High Utilization,"6,589.12",8808,0,1762,95.00,9100,Low Income,1,3-5 Years,Low Rate
12593,19975,36,151.61,B,Owner,10,"40,000.00",Non-Default,FL,33.06,0,13,Low Utilization,"22,747.27",97979,5,7537,6.60,146780,Low Income,0,6-10 Years,Low Rate
12666,2500,36,616.54,A,Active Duty Officer,8,"105,000.00",Non-Default,NM,22.49,0,18,High Utilization,"2,583.22",364132,8,20230,64.80,414025,High Income,0,6-10 Years,High Rate
12697,5000,60,621.95,B,Staff Seargent,1,"58,000.00",Non-Default,AZ,29.3,0,10,Medium Utilization,"5,317.77",42655,7,4266,92.20,66532,Middle Income,0,0-2 Years,High Rate
12716,3000,36,630.34,C,Transportation Coordinator,5,"47,000.00",Non-Default,NJ,17.39,0,9,High Utilization,"3,643.11",39500,2,4389,84.00,47499,Middle Income,0,3-5 Years,High Rate
12783,35000,36,280.17,B,Owner,10,"150,000.00",Default,MO,19.72,0,27,High Utilization,"29,082.33",282219,12,10453,74.00,325776,High Income,1,6-10 Years,Middle Rate
12791,18500,60,223.16,B,Territory Manager,10,"58,000.00",Non-Default,FL,18.74,0,20,Medium Utilization,"19,368.28",207010,9,10895,68.20,226099,Middle Income,0,6-10 Years,Low Rate
12850,20000,36,668.02,B,Ct/Mri Coordinator,2,"150,000.00",Non-Default,CA,8.63,0,7,High Utilization,"21,691.44",739123,1,105589,88.20,787918,High Income,0,0-2 Years,High Rate
12858,35000,36,110.77,D,Attorney,10,"160,000.00",Non-Default,VA,16.48,1,23,High Utilization,"43,311.09",398002,7,18952,78.70,488974,High Income,0,6-10 Years,Low Rate
12864,5000,36,140.35,B,Principal Budget Analyst,1,"70,000.00",Non-Default,KS,18.15,1,12,Medium Utilization,"5,409.75",194959,8,17724,23.40,206227,Middle Income,0,0-2 Years,Low Rate
12919,23000,36,361.38,B,Mail Handler,10,"75,000.00",Non-Default,KY,16.27,0,21,Medium Utilization,"26,507.23",153927,4,7696,43.30,205152,Middle Income,0,6-10 Years,Middle Rate
13000,10000,60,118.77,E,Veterinary Technician,1,"37,000.00",Default,CA,21.21,0,9,High Utilization,"6,174.34",20079,8,2231,67.90,27467,Low Income,1,0-2 Years,Low Rate
13057,5000,60,"1,120.99",A,Contracting Officer,1,"94,000.00",Non-Default,PA,18.24,0,18,Low Utilization,"5,406.21",105331,4,7022,24.40,164194,High Income,0,0-2 Years,High Rate
13095,12000,60,470.23,B,Infant Toddler Specialist,10,"34,000.00",Non-Default,NC,3,1,5,Low Utilization,"13,858.65",6411,4,1603,24.00,23300,Low Income,0,6-10 Years,Middle Rate
13153,20000,60,602.30,B,"Registered Nurse, Mds Coordinator",2,"58,000.00",Non-Default,KS,30.54,1,9,Medium Utilization,"23,696.76",42264,4,4696,57.50,62824,Middle Income,0,0-2 Years,High Rate
13162,24000,36,654.68,C,Attorney/Partner,4,"95,000.00",Non-Default,TX,3.91,0,8,Medium Utilization,"19,209.69",212169,4,30310,31.80,235900,High Income,0,3-5 Years,High Rate
13170,1775,60,482.23,C,Floor Technician,2,"40,000.00",Non-Default,AL,11.25,3,9,Low Utilization,"1,843.32",17816,2,1980,10.60,28835,Low Income,0,0-2 Years,Middle Rate
13186,10000,36,365.76,C,Owner,1,"65,000.00",Non-Default,OH,24.41,0,12,Medium Utilization,"12,338.29",177120,6,14760,67.60,196288,Middle Income,0,0-2 Years,Middle Rate
13245,8500,36,457.97,A,Unknown,5,"27,000.00",Non-Default,OR,25.2,0,10,Medium Utilization,"9,611.88",7861,0,873,49.60,17700,Low Income,0,3-5 Years,Middle Rate
13320,15425,36,317.86,D,Core Mold Associate,5,"43,000.00",Default,MA,31.93,0,6,High Utilization,"5,244.70",41261,1,6877,81.30,56900,Low Income,1,3-5 Years,Middle Rate
13344,7200,36,349.65,A,District Manager,10,"80,000.00",Non-Default,OR,20.52,1,15,Low Utilization,"8,052.59",322898,3,21527,26.30,393069,Middle Income,0,6-10 Years,Middle Rate
13379,1600,60,791.77,C,Csr,2,"30,000.00",Non-Default,OH,31.92,0,5,High Utilization,"1,974.10",27515,4,5503,98.80,47586,Low Income,0,0-2 Years,High Rate
13425,16000,36,200.12,A,Dentist,1,"130,000.00",Non-Default,WA,13.4,0,18,Medium Utilization,"17,532.42",399576,6,23504,41.50,467340,High Income,0,0-2 Years,Low Rate
13524,12000,36,667.31,B,Staff Accountant,10,"65,000.00",Default,NJ,9.79,1,21,Medium Utilization,"4,204.21",67882,4,3394,79.90,78842,Middle Income,1,6-10 Years,High Rate
13528,16000,36,207.22,D,Field Worker,1,"49,200.00",Non-Default,NH,27.85,0,10,High Utilization,"20,274.61",250416,3,27824,78.60,267642,Middle Income,0,0-2 Years,Low Rate
13623,22000,60,365.53,D,Movie Agent,5,"330,000.00",Non-Default,CA,13.46,0,12,High Utilization,"23,628.68",1399445,9,116620,71.70,1446567,High Income,0,3-5 Years,Middle Rate
13627,25000,36,524.29,A,Supervisor,5,"85,000.00",Non-Default,IN,20.57,0,11,Medium Utilization,"27,490.16",231832,3,21076,51.00,285575,Middle Income,0,3-5 Years,Middle Rate
13648,25000,36,270.48,A,Radiologist,5,"300,000.00",Non-Default,OH,5.17,0,9,Medium Utilization,"25,471.10",115238,5,12804,55.80,138035,High Income,0,3-5 Years,Middle Rate
